의료기관명,주소
연세밝은미소치과의원,서울특별시 동대문구 천호대로 307
미소치과의원,서울특별시 동대문구 한천로 89
굿모닝소아청소년과,서울특별시 동대문구 천호대로 133
연세한스치과의원,서울특별시 동대문구 천호대로 133
안암정형외과의원,서울 동대문구 무학로 197
연세키즈주니어치과,서울특별시 동대문구 장한로 140
서울린소아청소년과,서울특별시 동대문구 답십리로 267
코리아병원,서울 동대문구 장한로 143
중앙성모내과의원,서울특별시 동대문구 한천로 62
서울유펜치과,서울 동대문구 답십리로72길 32
웰 치과의원,서울 동대문구 장한로18길 59
해맑은 가정의학과,서울 동대문구 장한로18길 59
박일랑 내과,서울 동대문구 장안벚꽃로 107
동산내과,서울 동대문구 천호대로 427-4
굿모닝 박내과,서울 동대문구 천호대로 425
라임소아청소년과의원,서울 동대문구 이문로 136
연세이문소아청소년과의원,서울특별시 동대문구 신이문로 27
서울연세의원,서울특별시 동대문구 이문로 188
최일규정형외과,서울 동대문구 이문로 128
강북언어치료센터,서울 강북구 삼각산로 112
함께가자아동발달센터,서울 강북구 한천로 1108-1
열린내과의원,서울특별시 동대문구 신이문로 41
(종암동) [영유아 건강검진 기관] 서울가정의학과의원,서울특별시 성북구 종암로27길 13
(종암동) [바우처 제공기관] 함께가자아동발달센터 성북센터,서울특별시 성북구 종암로23길 17
(삼선동) [영유아 건강검진 기관] 루시나소아과,서울특별시 성북구 보문로 180
(상월곡동) [영유아 건강검진 기관] 명가정의학과의원,서울특별시 성북구 장월로1길 25
(보문동) [영유아 건강검진 기관] 박소아청소년과의원,서울특별시 성북구 보문로 93
연세맑은이비인후과,서울 중구 퇴계로 36
한솔치과,서울 동대문구 홍릉로 5-1
포샤르치과의원,서울 중구 퇴계로 36
회현정내과,서울 중구 소공로 35
율곡한의원,서울 중구 소공로 36
MJ올피부과의원,서울 중구 명동8가길 27
명동우리치과,서울 중구 명동8가길 27
수송연세치과,서울 중구 서소문로 116
서울중앙치과,서울 중구 통일로 86
웰빙한의원,서울 중구 서소문로 116
이앤이치과의원,서울 중구 통일로4길 20
김성철치과의원,서울 중구 통일로 102
루덴치과,서울 중구 명동9길 22
서울성심병원,서울특별시 동대문구 왕산로 259
미즈아인 소아과,서울특별시 동대문구 약령시로 133
박환실피부&비뇨기과,서울 중구 무교로 17
(길음동) [영유아 건강검진 기관] 아이&I소아청소년과의원,서울특별시 성북구 길음로13길 22
(정릉동) [영유아 건강검진 기관] 아이사랑소아청소년과의원,서울특별시 성북구 보국문로 50
(길음동) [어린이 치과] 키즈웰치과의원 길음점,서울특별시 성북구 길음로 33
(석관동) [영유아 건강검진 기관] 인선소아과의원,서울특별시 성북구 돌곶이로 47
(장위동) 좋은이비인후과,서울특별시 성북구 돌곶이로27길 79
(길음동) [어린이 치과] 연세밝은아이치과의원,서울특별시 성북구 동소문로 311
남궁요양병원,"충청북도 청주시 상당구 상당로 47, 2.3층 (남문로2가)"
예사랑병원,충청북도 청주시 상당구 목련로 64 (운동동)
주사랑병원,충청북도 청주시 상당구 가덕면 보청대로 4673-61
웰니스어린이병원,충청북도 청주시 상당구 2순환로2031번길 6-20 (방서동)
마디사랑병원,충청북도 청주시 상당구 상당로 112 (북문로2가)
의료법인인화재단한국병원,충청북도 청주시 상당구 단재로 106 (영운동)
의료법인정산의료재단효성병원,충청북도 청주시 상당구 쇠내로 16 (금천동)
의료법인청주병원,충청북도 청주시 상당구 상당로 163 (북문로3가)
공군항공우주의료원,충청북도 청주시 상당구 단재로 635 (사서함 335-21)
서울피부과의원,"충청북도 청주시 상당구 중고개로 137, 6층 (용암동)"
동남이비인후과의원,"충청북도 청주시 상당구 중고개로 129, 3층 5,6호 (용암동)"
더웰속편한내과의원,"충청북도 청주시 상당구 2순환로2031번길 6-20, 6층 (방서동)"
속시원내과의원,"충청북도 청주시 상당구 중고개로 137, 5층 2,3,4호 (용암동)"
아이튼튼소아청소년과의원,"충청북도 청주시 상당구 중고개로 137, 5층 8,9호 (용암동)"
더블유비뇨의학과의원,"충청북도 청주시 상당구 산성로92번길 6, 굿모닝타워 7층 (금천동)"
신통요셉의원,"충청북도 청주시 상당구 중흥로 201, 3층 (용암동)"
와인성형외과의원,"충청북도 청주시 상당구 상당로 47, 4층 (남문로2가)"
본사랑정형외과의원,"충청북도 청주시 상당구 중고개로 115, 위너프라자1 2층 (용암동)"
방서서울가정의학과의원,"충청북도 청주시 상당구 1순환로 1202-3, 201,202호 (방서동)"
더나은내과의원,"충청북도 청주시 상당구 중고개로 115, 4층 403,404,405호 (용암동)"
드림소아청소년과의원,"충청북도 청주시 상당구 중고개로 115, 3층 304,305호 (용암동)"
서울굿마취통증의학과의원,"충청북도 청주시 상당구 중고개로 333, 3층 (금천동)"
미와모의원,"충청북도 청주시 상당구 상당로 50, 4층 (문화동)"
류마플러스내과의원,"충청북도 청주시 상당구 상당로 66, 2층 203호 (문화동)"
연세드림마취통증의학과의원,"충청북도 청주시 상당구 월평로 192, 202호 (용암동)"
참다운가정의학과의원,"충청북도 청주시 상당구 월평로 228, 203호 (용암동)"
봄정신건강의학과의원,"충청북도 청주시 상당구 산성로92번길 6, 2층 (금천동, 굿모닝타워)"
더나은신통의원,"충청북도 청주시 상당구 중고개로 137, 5층 5,6호 (용암동)"
용암메디칼의원,"충청북도 청주시 상당구 월평로 174, 2층 (용암동)"
방서미즈닥터여성의원,"충청북도 청주시 상당구 2순환로2031번길 6-20, 6층 2호 (방서동)"
봉선화의원,"충청북도 청주시 상당구 수영로 295, 202호 (용담동, 양화타워)"
크리미의원,"충청북도 청주시 상당구 상당로 61, 2층 (북문로1가, / 상당로59번길 2, 2층 (북문로1가))"
명성의원,"충청북도 청주시 상당구 꽃산동로 25, 201,202호 (금천동, 금천우미린상가동)"
제일신경외과의원,충청북도 청주시 상당구 수영로 293 (금천동)
굿모닝소아청소년과의원,"충청북도 청주시 상당구 산성로92번길 6 (금천동, 203호)"
메모리성형외과의원,"충청북도 청주시 상당구 상당로81번길 4, 3층 (북문로1가)"
장튼튼내과의원,충청북도 청주시 상당구 월평로 192 (용암동)
유내과의원,"충청북도 청주시 상당구 청남로 2195, 2층 (석교동)"
편한내과의원,"충청북도 청주시 상당구 청남로 2196, 2층,3층 (석교동, 중앙메디컬빌딩)"
변우규신경과의원,"충청북도 청주시 상당구 상당로 10, 5~6층 (서운동)"
드림신경외과의원,충청북도 청주시 상당구 수영로 277 (금천동)
문의제일의원,충청북도 청주시 상당구 문의면 문의시내로 45
청주밝은안과의원,"충청북도 청주시 상당구 청남로 2196, 4층,5층 (석교동)"
오라클피부과의원,"충청북도 청주시 상당구 사직대로 370, 3층 301호 (북문로1가)"
드림비뇨기과의원,"충청북도 청주시 상당구 사직대로 363, 2층 (북문로2가)"
에스듈의원,"충청북도 청주시 상당구 상당로81번길 19, 에스듈의원 2,3,4,층 (북문로1가)"
청주연세의원,"충청북도 청주시 상당구 중흥로 54-1, 3층 (용암동)"
소리사랑이비인후과의원,충청북도 청주시 상당구 청남로 2200 (석교동)
새소망의원,"충청북도 청주시 상당구 무농정로 96, 202,203호 (용암동, 용암세원한아름아파트 상가동(1))"
연세로즈엘의원,충청북도 청주시 상당구 사직대로 370 (북문로1가)
하나마취통증의학과의원,충청북도 청주시 상당구 청남로 2194-2 (석교동)
튼튼정형외과의원,"충청북도 청주시 상당구 산성로92번길 6, 3층 (금천동, 굿모닝타워)"
아이미의원,"충청북도 청주시 상당구 사직대로 354-2, 3층 (서문동)"
성천모내과의원,"충청북도 청주시 상당구 수영로 307, 2층 (용담동)"
이소아청소년과의원,충청북도 청주시 상당구 중고개로 180-5 (용암동)
삼성의원,"충청북도 청주시 상당구 미원면 단재로 2411, 2층"
금천성모의원,"충청북도 청주시 상당구 쇠내로 127, 2층 (금천동)"
진안과의원,"충청북도 청주시 상당구 청남로 2192, 1층,2층 (석교동)"
삼성의원,충청북도 청주시 상당구 남일면 효촌송암1길 3
성모이비인후과의원,"충청북도 청주시 상당구 중고개로 334, 2층 (금천동, 의화빌딩)"
길소아청소년과의원,"충청북도 청주시 상당구 원봉로 21, 204호 (용암동, 태암소라아파트상가)"
국대정형외과의원,"충청북도 청주시 상당구 상당로 47, 1층 (남문로2가)"
서울연합메디컬의원,"충청북도 청주시 상당구 상당로69번길 15, 대신증권 2층 (북문로1가)"
참편한하신경과의원,"충청북도 청주시 상당구 중고개로 322, 2층 (금천동)"
정동호소아과의원,"충청북도 청주시 상당구 수영로 307, 3층 (용담동, 부민빌딩)"
청주누네안과의원,"충청북도 청주시 상당구 중고개로 129, 4층 1호 (용암동)"
굿모닝피부과의원,"충청북도 청주시 상당구 산성로92번길 6, 4층 (금천동, 굿모닝메디칼빌딩)"
목과슴사랑의원,"충청북도 청주시 상당구 상당로 4-2, 3층 (서운동)"
본정형외과의원,충청북도 청주시 상당구 중흥로 54-1 (용암동)
장준우정형외과의원,"충청북도 청주시 상당구 1순환로 1261, 3층 (용암동)"
연세베스토내과의원,충청북도 청주시 상당구 용암북로138번길 35 (용암동)
창이비인후과의원,"충청북도 청주시 상당구 1순환로 1261, 2층 (용암동)"
행복한노인의원,충청북도 청주시 상당구 상당로 19 (남문로1가)
성모안과의원,"충청북도 청주시 상당구 중고개로 320, 2층 (금천동)"
오케이연합의원,"충청북도 청주시 상당구 중흥로 54, 3층 (용암동)"
김주영내과의원,"충청북도 청주시 상당구 청남로 2200, 2층 (석교동)"
프라우삼성산부인과의원,"충청북도 청주시 상당구 용암북로160번길 18, 2~6층 (용암동)"
준비뇨기과의원,"충청북도 청주시 상당구 수영로 285, 3층 303호 (금천동, 튼튼타워)"
민안과의원,"충청북도 청주시 상당구 사직대로361번길 8-2, 1,2,3층 (북문로2가)"
조가정의학과의원,"충청북도 청주시 상당구 중흥로 145, 2.3층 (용암동, 퓨전상가)"
고은소아과의원,"충청북도 청주시 상당구 용암북로138번길 36, 2층 (용암동)"
윤마취통증의학과의원,"충청북도 청주시 상당구 청남로 2200, 4층 (석교동)"
용이비인후과의원,충청북도 청주시 상당구 중고개로 320 (금천동)
고운산부인과의원,"충청북도 청주시 상당구 중고개로 320, 2층 (금천동)"
큰나무정형외과의원,"충청북도 청주시 상당구 대성로 27 (석교동, 큰나무정형외과)"
